评论标题,评论内容,标签
MSCI决定把中国A股纳入MSCI新兴市场指数,新浪美股 北京时间21日凌晨讯 全球领先的指数供应商MSCI Inc．（纽交所：MSCI）今日公布，从2018年6月开始将中国A股纳入MSCI新兴市场指数和MSCI ACWI全球指数。此次纳入A股的决定在MSCI所咨询的国际机构投资者中得到广泛支持。这主要是由于中国内地与香港互联...,中性
最近买啥亏啥,最近买啥亏啥,负向
今天直接拉涨停,今天直接拉涨停,正向
马明哲先生你带我赚大钱了，我到时候当面感谢您,马明哲先生你带我赚大钱了，我到时候当面感谢您,正向
新低仅为3,"新低,仅为3",负向
局势越来越明显了，个人估计，未来几日，大盘将杀破前低了。,局势越来越明显了，个人估计，未来几日，大盘将杀破前低了。,负向
长牛，国庆破百,[买入],正向
为国护盘你也该启动了吧,为国护盘你也该启动了吧,中性
只要平安涨大盘就不敢跌，平安跌大盘就涨不了,只要平安涨大盘就不敢跌，平安跌大盘就涨不了,中性
看了卡香飘飘平衡了,看了卡香飘飘 平衡了,中性
A股今年以来成功抑制了炒小炒题材，成功的实行了新股发行常态化，成功抑制了大起大落,A股今年以来成功抑制了炒小炒题材，成功的实行了新股发行常态化，成功抑制了大起大落，成功抑制了暴涨暴跌，虽然暴跌难以防范，但从另外一个方面讲这样更维护了市场稳定，目前2800点以下越跌会越来越稳，成绩是有目共暏！,中性
周k线十字星，大家怎么看是不是要调整了,周k线十字星，大家怎么看？是不是要调整了,中性
国家队撤了有图为证,国家队撤了 有图为证,负向
平安都拉不动大盘了,平安都拉不动大盘了,负向
今天会有最后一次诱多，昨天提到了。这里是期指和期权空头的布局良机，对于大盘而言，,今天会有最后一次诱多，昨天提到了。这里是期指和期权空头的布局良机，对于大盘而言，未来一年不会再越过这个位置。对于蓝筹个股而言，未来三年也不会越过今日。个人观点。,正向
带头砸盘擦你大爷,带头砸盘？擦你大爷,负向
这货这次是真跌大家小心清仓观望,小心,负向
地产股的春来来了,地产股的春来来了,正向
平安错过了贵州茅台，还能错过格力电器吗建议不分红，竞购格力电器15%股权，做财,平安错过了贵州茅台，还能错过格力电器吗？建议不分红，竞购格力电器15%股权，做财务投资人，让资金为股东贡献最大价值。,正向
50元接住,50元接住,正向
真垃圾。,真垃圾。,负向
平安不急着赚钱，跟随大盘回调最好。你只要承认大盘2440点是铁底，你就要承认60,平安不急着赚钱，跟随大盘回调最好。你只要承认大盘2440点是铁底，你就要承认60多元的平安是铁底。这跟牛不牛市无关，跟查不查非法融资无关。60多到70多也就是一个涨停的距离。所以不管你大盘怎么调整，不管你大盘调整多少，不管平安跌到60几，平安都是极巨投资价值的安全资产。都在吹科创板，却不知将来推出科创板了，希望还是在平安身上。记得半个月前，你们鼓吹平安，我上来就是一耳光。这几天你们鼓吹科创板，我上...,中性
京沪高铁上市在即能否刺激平安股价,京沪高铁上市在即能否刺激平安股价,中性
中国平安平安中国,中国平安 平安中国,中性
股吧唱多的又开始多了，看来反弹后，我割肉都要跑路了,股吧唱多的又开始多了，看来反弹后，我割肉都要跑路了,负向
这个跌下来，故事才到底,这个跌下来，故事才到底,负向
65能到吗,65能到吗,中性
你在拖累大盘啊,你在拖累大盘啊,负向
今天你太南了,今天你太南了,负向
我想把农行换成平安合适吗求高人帮我分析一下,我想把农行换成平安合适吗？求高人帮我分析一下,中性
喜欢超短线暴利的股民买5倍大牛胚子台基股份鼎捷软件,喜欢超短线暴利的股民买5倍大牛胚子台基股份300046鼎捷软件300378,中性
跌停板了,跌停板了,负向
周一此股可大量购入,周一此股可大量购入,正向
央行连续第7天不进行公开市场操作今日净回笼2900亿,月2日消息，中国央行连续第7天不进行公开市场操作，今日净回笼2900亿元。此前，在2017年最后一个交易日，央行发布消息称，为满足春节前商业银行因现金大量投放而产生临时流动性需求，决定建立“临时准备金动用安排”，在现金投放中占比较高的全国性商业银行在春节期间存在临时流动性缺口时，...,中性
害人不浅啊,害人不浅啊!,负向
86.6能等到吗,86.6能等到吗？？,中性
中国经济的发展离不开股市，一旦大盘跌破3000点必将引发管理层的重视，国家队出手,中国经济的发展离不开股市，一旦大盘跌破3000点必将引发管理层的重视，国家队出手的可能性始终存在。,正向
平安长线白马10亿流值6元4公积金4元多未分配中旗股份,平安长线白马 10亿流值 6元4公积金 4元多未分配 中旗股份,正向
是时候来个大涨了，就光市盈率上涨就有100个理由鼓掌鼓掌鼓掌想一下,是时候来个大涨了，就光市盈率上涨就有100个理由[鼓掌][鼓掌][鼓掌][想一下][想一下][想一下][想一下],正向
股东减持了还能涨吗趋势不错,股东减持了还能涨吗？趋势不错,正向
华为的鲲鹏生态圈机会,为深度加强科技自主开发力度，突破大国的技术封锁，华为鲲鹏生态圈的打造就是在这样的大背景下作出的。作为科技界领头羊，将生态圈打造完成就能突破或者摆脱Intel/IBM/思科等大公司的科技垄断。在之前国内互联网巨头BAT倡导的去IOE(Intel/Oracle/EMC)，其中的I这个最基本的核心是他们（软件属性企业）没有办法也没有能力去掉的。从BAT的企业属性看，O是相对容易，但是目前还没有成熟的完全...,中性
感觉今天要涨啊，跌了今天,感觉今天要涨啊，跌了今天,负向
平安，今天放的量有点危险！,平安，今天放的量有点危险！,负向
解禁股砸盘喽,解禁股砸盘喽,负向
股价60天线,前者慢慢往下跌，后者慢慢往上走。年底前后两者在65左右碰头，然后横盘整理再拐头向上。,正向
今天会上70吗,今天会上70吗,正向
这货已经跪了大笑,这货已经跪了[大笑],负向
马老板是高人啊，稳坐钓鱼台,瞧瞧其他几个傻缺,负向
明天又得低开，这票我拿了半年了，就这样,明天又得低开，这票我拿了半年了，就这样,负向
站得高望的远我在最高处等你们63.92等你们没钱了。再跌就跳楼了,站得高望的远我在最高处等你们63.92等你们没钱了。再跌就跳楼了,负向
全球通胀正在走高可以放心入手黄金股。,全球通胀正在走高 可以放心入手黄金股。,正向
香港中央结算代理人有限公司拥有72%的H股,"香港中央结算(代理人)有限公司 其它 H股 5,867,255,746 32.10%",中性
妈的横盘,妈的横盘,负向
看盘细节之突然消失的大挂单,月末跳空小阴伺候,中性
有机会过100吗,有机会过100吗？,中性
希望中国平安成为中国的佰克希尔哈撒韦，成为价值投资的典范100年优秀公司,呵呵,正向
看人家中信证券，每天都是百亿成交额，在高位充分换手充分调整。再看看你，像霜打的茄,看人家中信证券，每天都是百亿成交额，在高位充分换手充分调整。再看看你，像霜打的茄子，一天不如一天。成交量从150亿下滑到40亿，下滑了70％，而同期大盘成交量还在猛增。就这逼样，还要鼓吹90元，鼓吹120元。等着中信调整结束再暴涨20％给你看。你也就配打打酱油。,正向
机构正常操作，小三就不要跟了，,平安港股比陆股便宜7%左右，马上分红了，机构无风险套利7个点，卖陆股，买港股，机构正常操作，小散就耐性等待了！！！,负向
这是大盘股吗拉起来比小盘股还快！,一直在等你跌到64元再买，结果你就拉起来了，唉！,正向
有红包吗,有红包吗,中性
中国平安未能稳步获利的几大因素,虽然每天都有人在市场中买进卖出，但是大部分投资者都处于亏钱状态之中，能够真正赚到钱的投资者少之又少。大家在用做生意的思维炒股，但我要告诉你，股市与现实或做生意完全两样，但有一点，股市境界和人生的成长阶段是一样的，也就是你必须经历从小孩到少年到青年到成年到老年的心路历程，不然你偶然...,中性
注册制推出你想到了什么,注册制推出你想到了什么？第一，持有没希望公司股票的大股东、庄家、散户迫不及待的抛出，由于国家控制，大股东要抛很久，但只要有机会就抛抛抛！第二，大家都想买点好公司股票吧，中国股市哪家好？康美药业、乐视网当年业绩有多好？最后都是坑！结论中国股市散户最好不要玩，以前玩是不断亏损，以后玩是倾家荡产！而庄家可以买空卖空，怎么玩都赚钱。,负向
快买，马上拉升,快买，马上拉升,正向
东华软件：东华软件是中关村工业互联网产业联盟理事单位和发起单位。公司专门成立工业,"东华软件：东华软件是中关村工业互联网产业联盟理事单位和发起单位。公司专门成立工业4.0研究院,专注于工业4.0和工业互联网技术的研究,目前已经有4大系列的解决方案。 东华软件加仓进攻时",中性
道指从高点已跌了12.23%,道指从高点已跌了12.23%,负向
同志们，12月14号股东大会别忘了投票，表决回购呢,不会有谁不同意吧？同意的话记得行使自己的权力。,中性
吧里没啥看的了，跌了看空，涨了看多，随风倒多几个安粉大咖也不咋发表意见了,吧里没啥看的了，跌了看空，涨了看多，随风倒多 几个安粉大咖也不咋发表意见了,负向
